Company,Job Title,Job Link,Location,Posting Date,Days Since Posted,Function,Seniority,Company_Group,Product_Focus,Product_Focus_Tokens,Primary_Skill,Extracted_Skills,Relevancy_to_Actian,Trend_Score,First_Seen,Last_Seen,product_area,Description
Stratify,Product Marketing Manager,https://careers.stratify.io/jobs/922,"Denver, CO",2026-01-23,89,Marketing,IC,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.4,3.25,2026-01-20,2026-01-24,MLOps,
Stratify,"Staff Engineer, Infrastructure",https://careers.stratify.io/jobs/923,"Chicago, IL",2026-04-18,4,Engineering,Principal/Staff,MLOps,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.4,0.57,2026-04-13,2026-04-20,MLOps,
Stratify,"Senior Software Engineer, Data Pipelines",https://careers.stratify.io/jobs/924,"San Francisco, CA",2026-03-09,44,Engineering,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,15.1,2.06,2026-03-06,2026-03-09,MLOps,
Stratify,"Director of Enterprise Sales, EMEA",https://careers.stratify.io/jobs/925,"Berlin, Germany",2026-04-09,13,Sales,Director+,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.4,0.87,2026-04-09,2026-04-09,MLOps,
Stratify,ML Research Scientist,https://careers.stratify.io/jobs/926,"Chicago, IL",2026-04-14,8,AI/ML & Vector,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.1,2.33,2026-04-08,2026-04-14,MLOps,
Stratify,"Senior Software Engineer, Data Platform",https://careers.stratify.io/jobs/927,"Denver, CO",2026-03-15,38,Engineering,Senior,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.3,2.35,2026-03-09,2026-03-16,MLOps,
Stratify,Staff Solutions Engineer,https://careers.stratify.io/jobs/928,"Denver, CO",2026-02-22,59,Solution Engineering,Principal/Staff,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.4,1.78,2026-02-21,2026-02-24,MLOps,
Stratify,Senior Machine Learning Engineer,https://careers.stratify.io/jobs/929,"Boston, MA",2026-02-14,67,AI/ML & Vector,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.2,0.82,2026-02-14,2026-02-18,MLOps,
Stratify,"Director of Enterprise Sales, EMEA",https://careers.stratify.io/jobs/930,"Austin, TX",2026-02-07,74,Sales,Director+,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.8,1.27,2026-02-01,2026-02-10,MLOps,
Stratify,Commercial Account Executive,https://careers.stratify.io/jobs/931,"Austin, TX",2026-03-21,32,Sales,IC,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.1,0.68,2026-03-17,2026-03-25,MLOps,
Stratify,"ML Engineer, Vector Search",https://careers.stratify.io/jobs/932,"Amsterdam, Netherlands",2026-02-06,75,AI/ML & Vector,IC,MLOps,Vector / AI,vector___ai,Vector,Vector / AI,9.6,0.94,2026-02-02,2026-02-10,MLOps,
Stratify,"Engineering Manager, Core Platform",https://careers.stratify.io/jobs/933,"London, UK",2026-02-14,67,Engineering,Manager,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.8,0.93,2026-02-11,2026-02-18,MLOps,
Stratify,VP of Product,https://careers.stratify.io/jobs/934,"Boston, MA",2026-02-26,55,Product Management,Director+,MLOps,Data Platform,data_platform,Data Platform,Data Platform,9.9,1.1,2026-02-23,2026-02-26,MLOps,
Stratify,"Senior Software Engineer, Data Pipelines",https://careers.stratify.io/jobs/935,"Boston, MA",2026-02-04,77,Engineering,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,15.2,2.2,2026-01-30,2026-02-08,MLOps,
Stratify,"Engineering Manager, Core Platform",https://careers.stratify.io/jobs/936,"Chicago, IL",2026-04-08,14,Engineering,Manager,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.3,3.23,2026-04-01,2026-04-09,MLOps,
Stratify,"Senior PMM, AI & Platform",https://careers.stratify.io/jobs/937,"London, UK",2026-02-21,60,Marketing,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.4,1.94,2026-02-16,2026-02-26,MLOps,
Stratify,"Director of AI, Platform",https://careers.stratify.io/jobs/938,"Boston, MA",2026-04-21,1,AI/ML & Vector,Director+,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.0,1.57,2026-04-20,2026-04-22,MLOps,
Stratify,"Senior Engineer, APIs & Integrations",https://careers.stratify.io/jobs/939,"San Francisco, CA",2026-04-16,6,Engineering,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,13.9,1.35,2026-04-13,2026-04-18,MLOps,
Stratify,"Regional Vice President, Sales",https://careers.stratify.io/jobs/940,"Seattle, WA",2026-03-30,23,Sales,Director+,MLOps,Data Platform,data_platform,Data Platform,Data Platform,9.5,3.03,2026-03-29,2026-03-30,MLOps,
Stratify,"Senior PM, Data Intelligence",https://careers.stratify.io/jobs/941,"New York, NY",2026-01-28,84,Product Management,Senior,MLOps,Data Governance,data_governance,Data Governance,Data Governance,12.7,1.13,2026-01-21,2026-01-29,MLOps,
Stratify,"Engineering Manager, Core Platform",https://careers.stratify.io/jobs/942,"London, UK",2026-02-13,68,Engineering,Manager,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.3,3.14,2026-02-12,2026-02-13,MLOps,
Stratify,"Software Engineer II, Backend",https://careers.stratify.io/jobs/943,"Amsterdam, Netherlands",2026-03-28,25,Engineering,IC,MLOps,Backend Systems,backend_systems,Backend Systems,Backend Systems,6.3,1.62,2026-03-22,2026-04-02,MLOps,
Stratify,"Senior Software Engineer, Data Platform",https://careers.stratify.io/jobs/944,Remote,2026-02-12,69,Engineering,Senior,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.1,1.48,2026-02-12,2026-02-17,MLOps,
Stratify,"Senior PM, Data Intelligence",https://careers.stratify.io/jobs/945,"New York, NY",2026-03-26,27,Product Management,Senior,MLOps,Data Governance,data_governance,Data Governance,Data Governance,13.6,2.87,2026-03-25,2026-03-27,MLOps,
Stratify,"ML Engineer, Vector Search",https://careers.stratify.io/jobs/946,"Chicago, IL",2026-02-14,67,AI/ML & Vector,IC,MLOps,Vector / AI,vector___ai,Vector,Vector / AI,8.4,2.64,2026-02-07,2026-02-19,MLOps,
Stratify,Technical Account Manager,https://careers.stratify.io/jobs/947,"Denver, CO",2026-02-06,75,Customer Success,IC,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,14.8,2.87,2026-02-06,2026-02-07,MLOps,
Stratify,"Senior Engineer, APIs & Integrations",https://careers.stratify.io/jobs/948,"Denver, CO",2026-03-22,31,Engineering,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,13.9,1.78,2026-03-16,2026-03-26,MLOps,
Stratify,"Engineering Manager, Core Platform",https://careers.stratify.io/jobs/949,"New York, NY",2026-02-10,71,Engineering,Manager,MLOps,Data Platform,data_platform,Data Platform,Data Platform,9.8,0.75,2026-02-03,2026-02-14,MLOps,
Stratify,Site Reliability Engineer,https://careers.stratify.io/jobs/950,"Amsterdam, Netherlands",2026-02-21,60,Engineering,IC,MLOps,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.7,1.78,2026-02-14,2026-02-24,MLOps,
Stratify,Data Science Manager,https://careers.stratify.io/jobs/951,"Denver, CO",2026-03-18,35,AI/ML & Vector,Manager,MLOps,Data/Analytics,data_analytics,Data,Data/Analytics,3.5,1.83,2026-03-14,2026-03-23,MLOps,
Stratify,"Staff Engineer, Infrastructure",https://careers.stratify.io/jobs/952,"Amsterdam, Netherlands",2026-02-16,65,Engineering,Principal/Staff,MLOps,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.6,0.73,2026-02-12,2026-02-17,MLOps,
Stratify,"Staff Engineer, Infrastructure",https://careers.stratify.io/jobs/953,"Amsterdam, Netherlands",2026-04-17,5,Engineering,Principal/Staff,MLOps,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.9,1.09,2026-04-12,2026-04-19,MLOps,
Stratify,"Principal Engineer, Distributed Systems",https://careers.stratify.io/jobs/954,"Austin, TX",2026-02-03,78,Engineering,Principal/Staff,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.5,2.76,2026-01-30,2026-02-03,MLOps,
Stratify,"Regional Vice President, Sales",https://careers.stratify.io/jobs/955,"Denver, CO",2026-03-01,52,Sales,Director+,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.1,2.77,2026-03-01,2026-03-04,MLOps,
Stratify,"AI Product Engineer, LLM Features",https://careers.stratify.io/jobs/956,"Seattle, WA",2026-03-23,30,AI/ML & Vector,IC,MLOps,Vector / AI,vector___ai,Vector,Vector / AI,9.4,1.13,2026-03-20,2026-03-27,MLOps,
Stratify,Data Science Manager,https://careers.stratify.io/jobs/957,"New York, NY",2026-03-09,44,AI/ML & Vector,Manager,MLOps,Data/Analytics,data_analytics,Data,Data/Analytics,4.1,1.06,2026-03-03,2026-03-10,MLOps,
Stratify,Senior Machine Learning Engineer,https://careers.stratify.io/jobs/958,"London, UK",2026-04-04,18,AI/ML & Vector,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.7,1.42,2026-04-04,2026-04-07,MLOps,
Stratify,"Director of Product, AI Features",https://careers.stratify.io/jobs/959,"Denver, CO",2026-03-24,29,Product Management,Director+,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.9,2.76,2026-03-20,2026-03-26,MLOps,
Stratify,Senior Machine Learning Engineer,https://careers.stratify.io/jobs/960,"Boston, MA",2026-04-02,20,AI/ML & Vector,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.1,2.9,2026-03-27,2026-04-05,MLOps,
Stratify,"Software Engineer, Frontend",https://careers.stratify.io/jobs/961,"Denver, CO",2026-02-12,69,Engineering,IC,MLOps,UI/UX,ui_ux,UI,UI/UX,1.4,0.83,2026-02-05,2026-02-17,MLOps,
Stratify,Product Marketing Manager,https://careers.stratify.io/jobs/962,"Berlin, Germany",2026-04-08,14,Marketing,IC,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.6,0.6,2026-04-01,2026-04-08,MLOps,
Stratify,"Staff Engineer, Infrastructure",https://careers.stratify.io/jobs/963,"Seattle, WA",2026-03-16,37,Engineering,Principal/Staff,MLOps,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.0,2.48,2026-03-15,2026-03-19,MLOps,
Stratify,"Director of Engineering, Platform",https://careers.stratify.io/jobs/964,"Boston, MA",2026-03-31,22,Engineering,Director+,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.2,1.73,2026-03-29,2026-03-31,MLOps,
Stratify,"SWE, Frontend",https://careers.stratify.io/jobs/965,"Denver, CO",2026-04-13,9,Engineering,IC,MLOps,UI/UX,ui_ux,UI,UI/UX,2.9,3.1,2026-04-11,2026-04-14,MLOps,
Stratify,"Senior Software Engineer, Data Pipelines",https://careers.stratify.io/jobs/966,"London, UK",2026-02-03,78,Engineering,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,15.4,2.26,2026-01-27,2026-02-05,MLOps,
Stratify,"SWE II, Backend",https://careers.stratify.io/jobs/967,"Denver, CO",2026-04-13,9,Engineering,IC,MLOps,Backend Systems,backend_systems,Backend Systems,Backend Systems,6.7,1.24,2026-04-08,2026-04-17,MLOps,
Stratify,Demand Generation Manager,https://careers.stratify.io/jobs/968,"San Francisco, CA",2026-02-07,74,Marketing,IC,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.0,1.36,2026-01-31,2026-02-09,MLOps,
Stratify,Strategic Account Manager,https://careers.stratify.io/jobs/969,"London, UK",2026-03-02,51,Sales,Senior,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.1,3.05,2026-02-24,2026-03-03,MLOps,
Stratify,Site Reliability Engineer,https://careers.stratify.io/jobs/970,"Denver, CO",2026-02-22,59,Engineering,IC,MLOps,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,6.3,1.05,2026-02-21,2026-02-25,MLOps,
Stratify,Enterprise Account Executive,https://careers.stratify.io/jobs/971,Remote,2026-04-01,21,Sales,IC,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.3,2.11,2026-03-31,2026-04-06,MLOps,
Stratify,Senior Sales Engineer,https://careers.stratify.io/jobs/972,"Amsterdam, Netherlands",2026-02-28,53,Sales,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,13.7,1.61,2026-02-27,2026-03-04,MLOps,
Stratify,"Regional Vice President, Sales",https://careers.stratify.io/jobs/973,"Austin, TX",2026-02-23,58,Sales,Director+,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.0,2.02,2026-02-16,2026-02-23,MLOps,
Stratify,"Senior Software Engineer, Data Pipelines",https://careers.stratify.io/jobs/974,"Denver, CO",2026-03-09,44,Engineering,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,15.2,1.69,2026-03-09,2026-03-11,MLOps,
Stratify,"SWE II, Backend",https://careers.stratify.io/jobs/975,"Chicago, IL",2026-01-26,86,Engineering,IC,MLOps,Backend Systems,backend_systems,Backend Systems,Backend Systems,6.5,0.7,2026-01-23,2026-01-31,MLOps,
Stratify,"Senior CSM, Enterprise Accounts",https://careers.stratify.io/jobs/976,"Austin, TX",2026-03-17,36,Customer Success,Senior,MLOps,Data Platform,data_platform,Data Platform,Data Platform,9.8,0.55,2026-03-16,2026-03-18,MLOps,
Stratify,"Director of Engineering, Platform",https://careers.stratify.io/jobs/977,"New York, NY",2026-03-31,22,Engineering,Director+,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.8,0.53,2026-03-27,2026-04-01,MLOps,
Stratify,"AI Product Engineer, LLM Features",https://careers.stratify.io/jobs/978,"Berlin, Germany",2026-04-17,5,AI/ML & Vector,IC,MLOps,Vector / AI,vector___ai,Vector,Vector / AI,9.1,1.83,2026-04-17,2026-04-22,MLOps,
Stratify,"Principal PM, Developer Experience",https://careers.stratify.io/jobs/979,Remote,2026-03-03,50,Product Management,Principal/Staff,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.4,2.29,2026-03-03,2026-03-06,MLOps,
Stratify,Senior Sales Engineer,https://careers.stratify.io/jobs/980,"Seattle, WA",2026-03-22,31,Sales,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,13.7,1.77,2026-03-22,2026-03-24,MLOps,
Stratify,"Principal PM, Developer Experience",https://careers.stratify.io/jobs/981,"New York, NY",2026-03-24,29,Product Management,Principal/Staff,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.1,2.99,2026-03-22,2026-03-29,MLOps,
Stratify,"Software Engineer, Frontend",https://careers.stratify.io/jobs/982,"Boston, MA",2026-03-11,42,Engineering,IC,MLOps,UI/UX,ui_ux,UI,UI/UX,2.1,1.07,2026-03-08,2026-03-15,MLOps,
Stratify,"Director of AI, Platform",https://careers.stratify.io/jobs/983,"Seattle, WA",2026-03-23,30,AI/ML & Vector,Director+,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.2,1.47,2026-03-23,2026-03-26,MLOps,
Stratify,Senior Machine Learning Engineer,https://careers.stratify.io/jobs/984,"Chicago, IL",2026-03-25,28,AI/ML & Vector,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.4,2.47,2026-03-21,2026-03-30,MLOps,
Stratify,Senior Machine Learning Engineer,https://careers.stratify.io/jobs/985,"Denver, CO",2026-03-25,28,AI/ML & Vector,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.6,2.3,2026-03-24,2026-03-30,MLOps,
Stratify,"AI Product Engineer, LLM Features",https://careers.stratify.io/jobs/986,"London, UK",2026-04-09,13,AI/ML & Vector,IC,MLOps,Vector / AI,vector___ai,Vector,Vector / AI,8.6,2.39,2026-04-03,2026-04-14,MLOps,
Stratify,"Senior CSM, Enterprise Accounts",https://careers.stratify.io/jobs/987,"Berlin, Germany",2026-03-30,23,Customer Success,Senior,MLOps,Data Platform,data_platform,Data Platform,Data Platform,11.0,2.56,2026-03-23,2026-03-30,MLOps,
Stratify,Site Reliability Engineer,https://careers.stratify.io/jobs/988,"Amsterdam, Netherlands",2026-03-04,49,Engineering,IC,MLOps,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.8,1.2,2026-03-04,2026-03-05,MLOps,
Stratify,"Staff Engineer, Infrastructure",https://careers.stratify.io/jobs/989,"Denver, CO",2026-03-22,31,Engineering,Principal/Staff,MLOps,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,6.0,2.36,2026-03-22,2026-03-23,MLOps,
Stratify,"Applied Scientist, NLP",https://careers.stratify.io/jobs/990,"Denver, CO",2026-04-02,20,AI/ML & Vector,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.4,0.61,2026-03-26,2026-04-07,MLOps,
Stratify,"Senior PMM, AI & Platform",https://careers.stratify.io/jobs/991,"Berlin, Germany",2026-03-12,41,Marketing,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.6,0.62,2026-03-06,2026-03-17,MLOps,
Stratify,"Product Manager, Core Platform",https://careers.stratify.io/jobs/992,"Boston, MA",2026-03-10,43,Product Management,IC,MLOps,Data Platform,data_platform,Data Platform,Data Platform,10.0,2.12,2026-03-07,2026-03-15,MLOps,
Stratify,Senior Sales Engineer,https://careers.stratify.io/jobs/993,"Boston, MA",2026-02-14,67,Sales,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,13.9,2.39,2026-02-13,2026-02-17,MLOps,
Stratify,"Senior Engineer, APIs & Integrations",https://careers.stratify.io/jobs/994,"Austin, TX",2026-01-30,82,Engineering,Senior,MLOps,ETL/Integration,etl_integration,ETL,ETL/Integration,15.4,0.88,2026-01-28,2026-02-03,MLOps,
Stratify,"Staff ML Engineer, Model Infrastructure",https://careers.stratify.io/jobs/995,"New York, NY",2026-02-16,65,AI/ML & Vector,Principal/Staff,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.9,1.9,2026-02-14,2026-02-21,MLOps,
Stratify,"Software Engineer, Frontend",https://careers.stratify.io/jobs/996,"Seattle, WA",2026-02-03,78,Engineering,IC,MLOps,UI/UX,ui_ux,UI,UI/UX,1.6,2.23,2026-01-31,2026-02-05,MLOps,
Stratify,"Solutions Architect, AI",https://careers.stratify.io/jobs/997,"Denver, CO",2026-03-06,47,Solution Engineering,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.8,1.91,2026-02-28,2026-03-10,MLOps,
Stratify,"Director of AI, Platform",https://careers.stratify.io/jobs/998,"San Francisco, CA",2026-02-19,62,AI/ML & Vector,Director+,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.5,1.78,2026-02-18,2026-02-21,MLOps,
Stratify,"AI Product Engineer, LLM Features",https://careers.stratify.io/jobs/999,"Denver, CO",2026-03-20,33,AI/ML & Vector,IC,MLOps,Vector / AI,vector___ai,Vector,Vector / AI,8.9,1.86,2026-03-14,2026-03-24,MLOps,
Stratify,ML Research Scientist,https://careers.stratify.io/jobs/1000,"Chicago, IL",2026-04-04,18,AI/ML & Vector,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.4,3.25,2026-04-04,2026-04-04,MLOps,
Stratify,Technical Presales Engineer,https://careers.stratify.io/jobs/1001,"Denver, CO",2026-03-01,52,Solution Engineering,IC,MLOps,Data Governance,data_governance,Data Governance,Data Governance,13.9,3.41,2026-02-24,2026-03-04,MLOps,
Stratify,ML Research Scientist,https://careers.stratify.io/jobs/1002,"New York, NY",2026-04-17,5,AI/ML & Vector,Senior,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.8,2.2,2026-04-14,2026-04-20,MLOps,
Stratify,Analytics Engineer,https://careers.stratify.io/jobs/1003,"Chicago, IL",2026-02-15,66,Data/Analytics,IC,MLOps,Data/Analytics,data_analytics,Data,Data/Analytics,4.8,1.6,2026-02-15,2026-02-20,MLOps,
Stratify,"Director of AI, Platform",https://careers.stratify.io/jobs/1004,"Chicago, IL",2026-03-21,32,AI/ML & Vector,Director+,MLOps,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.1,2.94,2026-03-21,2026-03-26,MLOps,
Stratify,"AI Product Engineer, LLM Features",https://careers.stratify.io/jobs/1005,"Chicago, IL",2026-02-03,78,AI/ML & Vector,IC,MLOps,Vector / AI,vector___ai,Vector,Vector / AI,9.9,0.94,2026-01-31,2026-02-07,MLOps,
Krytex,"AI Product Engineer, LLM Features",https://careers.krytex.io/jobs/1006,"New York, NY",2026-04-07,15,AI/ML & Vector,IC,Vector DB,Vector / AI,vector___ai,Vector,Vector / AI,9.3,3.25,2026-04-01,2026-04-12,Vector / AI,
Krytex,ML Research Scientist,https://careers.krytex.io/jobs/1007,"Austin, TX",2026-02-26,55,AI/ML & Vector,Senior,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.7,1.26,2026-02-22,2026-03-02,Vector / AI,
Krytex,Analytics Engineer,https://careers.krytex.io/jobs/1008,Remote,2026-02-05,76,Data/Analytics,IC,Vector DB,Data/Analytics,data_analytics,Data,Data/Analytics,5.0,2.76,2026-02-04,2026-02-05,Vector / AI,
Krytex,"ML Engineer, Vector Search",https://careers.krytex.io/jobs/1009,"Seattle, WA",2026-03-18,35,AI/ML & Vector,IC,Vector DB,Vector / AI,vector___ai,Vector,Vector / AI,9.9,1.69,2026-03-14,2026-03-18,Vector / AI,
Krytex,Director of Technology Partnerships,https://careers.krytex.io/jobs/1010,"New York, NY",2026-04-09,13,Partners/Alliances,Director+,Vector DB,Data Platform,data_platform,Data Platform,Data Platform,11.0,1.75,2026-04-03,2026-04-14,Vector / AI,
Krytex,"Software Engineer, Frontend",https://careers.krytex.io/jobs/1011,"Boston, MA",2026-03-30,23,Engineering,IC,Vector DB,UI/UX,ui_ux,UI,UI/UX,1.4,0.9,2026-03-23,2026-03-31,Vector / AI,
Krytex,ML Research Scientist,https://careers.krytex.io/jobs/1012,"Seattle, WA",2026-02-08,73,AI/ML & Vector,Senior,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.4,0.68,2026-02-06,2026-02-09,Vector / AI,
Krytex,"SWE, Frontend",https://careers.krytex.io/jobs/1013,"London, UK",2026-01-31,81,Engineering,IC,Vector DB,UI/UX,ui_ux,UI,UI/UX,1.2,2.41,2026-01-30,2026-02-02,Vector / AI,
Krytex,"Staff Engineer, Infrastructure",https://careers.krytex.io/jobs/1014,"Boston, MA",2026-04-13,9,Engineering,Principal/Staff,Vector DB,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.6,1.2,2026-04-06,2026-04-18,Vector / AI,
Krytex,Enterprise Account Executive,https://careers.krytex.io/jobs/1015,"San Francisco, CA",2026-03-18,35,Sales,IC,Vector DB,Data Platform,data_platform,Data Platform,Data Platform,10.8,2.87,2026-03-18,2026-03-18,Vector / AI,
Krytex,"Senior Software Engineer, Data Platform",https://careers.krytex.io/jobs/1016,"Amsterdam, Netherlands",2026-02-03,78,Engineering,Senior,Vector DB,Data Platform,data_platform,Data Platform,Data Platform,11.5,2.78,2026-01-27,2026-02-06,Vector / AI,
Krytex,"Director of Enterprise Sales, EMEA",https://careers.krytex.io/jobs/1017,"Boston, MA",2026-03-09,44,Sales,Director+,Vector DB,Data Platform,data_platform,Data Platform,Data Platform,10.9,1.53,2026-03-04,2026-03-10,Vector / AI,
Krytex,Technical Account Manager,https://careers.krytex.io/jobs/1018,"San Francisco, CA",2026-02-02,79,Customer Success,IC,Vector DB,ETL/Integration,etl_integration,ETL,ETL/Integration,15.5,3.12,2026-02-01,2026-02-02,Vector / AI,
Krytex,"Director of AI, Platform",https://careers.krytex.io/jobs/1019,"London, UK",2026-04-18,4,AI/ML & Vector,Director+,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.2,2.09,2026-04-15,2026-04-20,Vector / AI,
Krytex,Data Science Manager,https://careers.krytex.io/jobs/1020,"Seattle, WA",2026-01-27,85,AI/ML & Vector,Manager,Vector DB,Data/Analytics,data_analytics,Data,Data/Analytics,3.5,2.41,2026-01-22,2026-01-27,Vector / AI,
Krytex,Senior Machine Learning Engineer,https://careers.krytex.io/jobs/1021,"Chicago, IL",2026-01-25,87,AI/ML & Vector,Senior,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.5,1.95,2026-01-24,2026-01-27,Vector / AI,
Krytex,Data Science Manager,https://careers.krytex.io/jobs/1022,Remote,2026-03-03,50,AI/ML & Vector,Manager,Vector DB,Data/Analytics,data_analytics,Data,Data/Analytics,4.7,2.64,2026-03-03,2026-03-04,Vector / AI,
Krytex,ML Research Scientist,https://careers.krytex.io/jobs/1023,"Amsterdam, Netherlands",2026-01-25,87,AI/ML & Vector,Senior,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,9.0,1.9,2026-01-18,2026-01-25,Vector / AI,
Krytex,"Staff ML Engineer, Model Infrastructure",https://careers.krytex.io/jobs/1024,"Austin, TX",2026-03-25,28,AI/ML & Vector,Principal/Staff,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.5,2.48,2026-03-24,2026-03-25,Vector / AI,
Krytex,Senior Machine Learning Engineer,https://careers.krytex.io/jobs/1025,"Denver, CO",2026-03-11,42,AI/ML & Vector,Senior,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.5,1.16,2026-03-07,2026-03-16,Vector / AI,
Krytex,ML Research Scientist,https://careers.krytex.io/jobs/1026,"Berlin, Germany",2026-02-12,69,AI/ML & Vector,Senior,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.5,0.77,2026-02-07,2026-02-13,Vector / AI,
Krytex,Customer Success Manager,https://careers.krytex.io/jobs/1027,"Denver, CO",2026-03-04,49,Customer Success,IC,Vector DB,Data Platform,data_platform,Data Platform,Data Platform,10.8,2.86,2026-02-26,2026-03-05,Vector / AI,
Krytex,"Staff Engineer, Infrastructure",https://careers.krytex.io/jobs/1028,"New York, NY",2026-04-10,12,Engineering,Principal/Staff,Vector DB,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.7,2.72,2026-04-07,2026-04-15,Vector / AI,
Krytex,Director of Customer Success,https://careers.krytex.io/jobs/1029,"Denver, CO",2026-03-12,41,Customer Success,Director+,Vector DB,Data Platform,data_platform,Data Platform,Data Platform,10.7,0.51,2026-03-12,2026-03-16,Vector / AI,
Krytex,"Director of AI, Platform",https://careers.krytex.io/jobs/1030,"Boston, MA",2026-03-12,41,AI/ML & Vector,Director+,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.6,3.3,2026-03-10,2026-03-16,Vector / AI,
Krytex,"Staff ML Engineer, Model Infrastructure",https://careers.krytex.io/jobs/1031,"San Francisco, CA",2026-03-02,51,AI/ML & Vector,Principal/Staff,Vector DB,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.1,1.88,2026-02-28,2026-03-04,Vector / AI,
